,Country_Region,Lat,Long,Date,value,Country_FR
55285,Somalia,5.152149,46.199616,2020-08-16,3256,Somalie
55551,Somalia,5.152149,46.199616,2020-08-17,3257,Somalie
55817,Somalia,5.152149,46.199616,2020-08-18,3257,Somalie
56083,Somalia,5.152149,46.199616,2020-08-19,3265,Somalie
56349,Somalia,5.152149,46.199616,2020-08-20,3265,Somalie
56615,Somalia,5.152149,46.199616,2020-08-21,3265,Somalie
56881,Somalia,5.152149,46.199616,2020-08-22,3269,Somalie
57147,Somalia,5.152149,46.199616,2020-08-23,3269,Somalie
57413,Somalia,5.152149,46.199616,2020-08-24,3269,Somalie
57679,Somalia,5.152149,46.199616,2020-08-25,3275,Somalie
57945,Somalia,5.152149,46.199616,2020-08-26,3275,Somalie
58211,Somalia,5.152149,46.199616,2020-08-27,3275,Somalie
58477,Somalia,5.152149,46.199616,2020-08-28,3275,Somalie
58743,Somalia,5.152149,46.199616,2020-08-29,3310,Somalie
59009,Somalia,5.152149,46.199616,2020-08-30,3310,Somalie
59275,Somalia,5.152149,46.199616,2020-08-31,3310,Somalie
59541,Somalia,5.152149,46.199616,2020-09-01,3310,Somalie
59807,Somalia,5.152149,46.199616,2020-09-02,3310,Somalie
60073,Somalia,5.152149,46.199616,2020-09-03,3310,Somalie
60339,Somalia,5.152149,46.199616,2020-09-04,3332,Somalie
60605,Somalia,5.152149,46.199616,2020-09-05,3332,Somalie
60871,Somalia,5.152149,46.199616,2020-09-06,3362,Somalie
61137,Somalia,5.152149,46.199616,2020-09-07,3362,Somalie
224,South Africa,-30.5595,22.9375,2020-01-22,0,Afrique du Sud
490,South Africa,-30.5595,22.9375,2020-01-23,0,Afrique du Sud
756,South Africa,-30.5595,22.9375,2020-01-24,0,Afrique du Sud
1022,South Africa,-30.5595,22.9375,2020-01-25,0,Afrique du Sud
1288,South Africa,-30.5595,22.9375,2020-01-26,0,Afrique du Sud
1554,South Africa,-30.5595,22.9375,2020-01-27,0,Afrique du Sud
1820,South Africa,-30.5595,22.9375,2020-01-28,0,Afrique du Sud
2086,South Africa,-30.5595,22.9375,2020-01-29,0,Afrique du Sud
2352,South Africa,-30.5595,22.9375,2020-01-30,0,Afrique du Sud
2618,South Africa,-30.5595,22.9375,2020-01-31,0,Afrique du Sud
2884,South Africa,-30.5595,22.9375,2020-02-01,0,Afrique du Sud
3150,South Africa,-30.5595,22.9375,2020-02-02,0,Afrique du Sud
3416,South Africa,-30.5595,22.9375,2020-02-03,0,Afrique du Sud
3682,South Africa,-30.5595,22.9375,2020-02-04,0,Afrique du Sud
3948,South Africa,-30.5595,22.9375,2020-02-05,0,Afrique du Sud
4214,South Africa,-30.5595,22.9375,2020-02-06,0,Afrique du Sud
4480,South Africa,-30.5595,22.9375,2020-02-07,0,Afrique du Sud
4746,South Africa,-30.5595,22.9375,2020-02-08,0,Afrique du Sud
5012,South Africa,-30.5595,22.9375,2020-02-09,0,Afrique du Sud
5278,South Africa,-30.5595,22.9375,2020-02-10,0,Afrique du Sud
5544,South Africa,-30.5595,22.9375,2020-02-11,0,Afrique du Sud
5810,South Africa,-30.5595,22.9375,2020-02-12,0,Afrique du Sud
6076,South Africa,-30.5595,22.9375,2020-02-13,0,Afrique du Sud
6342,South Africa,-30.5595,22.9375,2020-02-14,0,Afrique du Sud
6608,South Africa,-30.5595,22.9375,2020-02-15,0,Afrique du Sud
6874,South Africa,-30.5595,22.9375,2020-02-16,0,Afrique du Sud
7140,South Africa,-30.5595,22.9375,2020-02-17,0,Afrique du Sud
7406,South Africa,-30.5595,22.9375,2020-02-18,0,Afrique du Sud
7672,South Africa,-30.5595,22.9375,2020-02-19,0,Afrique du Sud
7938,South Africa,-30.5595,22.9375,2020-02-20,0,Afrique du Sud
8204,South Africa,-30.5595,22.9375,2020-02-21,0,Afrique du Sud
8470,South Africa,-30.5595,22.9375,2020-02-22,0,Afrique du Sud
8736,South Africa,-30.5595,22.9375,2020-02-23,0,Afrique du Sud
9002,South Africa,-30.5595,22.9375,2020-02-24,0,Afrique du Sud
9268,South Africa,-30.5595,22.9375,2020-02-25,0,Afrique du Sud
9534,South Africa,-30.5595,22.9375,2020-02-26,0,Afrique du Sud
9800,South Africa,-30.5595,22.9375,2020-02-27,0,Afrique du Sud
10066,South Africa,-30.5595,22.9375,2020-02-28,0,Afrique du Sud
10332,South Africa,-30.5595,22.9375,2020-02-29,0,Afrique du Sud
10598,South Africa,-30.5595,22.9375,2020-03-01,0,Afrique du Sud
10864,South Africa,-30.5595,22.9375,2020-03-02,0,Afrique du Sud
11130,South Africa,-30.5595,22.9375,2020-03-03,0,Afrique du Sud
11396,South Africa,-30.5595,22.9375,2020-03-04,0,Afrique du Sud
11662,South Africa,-30.5595,22.9375,2020-03-05,1,Afrique du Sud
11928,South Africa,-30.5595,22.9375,2020-03-06,1,Afrique du Sud
12194,South Africa,-30.5595,22.9375,2020-03-07,1,Afrique du Sud
12460,South Africa,-30.5595,22.9375,2020-03-08,3,Afrique du Sud
12726,South Africa,-30.5595,22.9375,2020-03-09,3,Afrique du Sud
12992,South Africa,-30.5595,22.9375,2020-03-10,7,Afrique du Sud
13258,South Africa,-30.5595,22.9375,2020-03-11,13,Afrique du Sud
13524,South Africa,-30.5595,22.9375,2020-03-12,17,Afrique du Sud
13790,South Africa,-30.5595,22.9375,2020-03-13,24,Afrique du Sud
14056,South Africa,-30.5595,22.9375,2020-03-14,38,Afrique du Sud
14322,South Africa,-30.5595,22.9375,2020-03-15,51,Afrique du Sud
14588,South Africa,-30.5595,22.9375,2020-03-16,62,Afrique du Sud
14854,South Africa,-30.5595,22.9375,2020-03-17,62,Afrique du Sud
15120,South Africa,-30.5595,22.9375,2020-03-18,116,Afrique du Sud
15386,South Africa,-30.5595,22.9375,2020-03-19,150,Afrique du Sud
15652,South Africa,-30.5595,22.9375,2020-03-20,202,Afrique du Sud
15918,South Africa,-30.5595,22.9375,2020-03-21,240,Afrique du Sud
16184,South Africa,-30.5595,22.9375,2020-03-22,274,Afrique du Sud
16450,South Africa,-30.5595,22.9375,2020-03-23,402,Afrique du Sud
16716,South Africa,-30.5595,22.9375,2020-03-24,554,Afrique du Sud
16982,South Africa,-30.5595,22.9375,2020-03-25,709,Afrique du Sud
17248,South Africa,-30.5595,22.9375,2020-03-26,927,Afrique du Sud
17514,South Africa,-30.5595,22.9375,2020-03-27,1170,Afrique du Sud
17780,South Africa,-30.5595,22.9375,2020-03-28,1187,Afrique du Sud
18046,South Africa,-30.5595,22.9375,2020-03-29,1280,Afrique du Sud
18312,South Africa,-30.5595,22.9375,2020-03-30,1326,Afrique du Sud
18578,South Africa,-30.5595,22.9375,2020-03-31,1353,Afrique du Sud
18844,South Africa,-30.5595,22.9375,2020-04-01,1380,Afrique du Sud
19110,South Africa,-30.5595,22.9375,2020-04-02,1462,Afrique du Sud
19376,South Africa,-30.5595,22.9375,2020-04-03,1505,Afrique du Sud
19642,South Africa,-30.5595,22.9375,2020-04-04,1585,Afrique du Sud
19908,South Africa,-30.5595,22.9375,2020-04-05,1655,Afrique du Sud
20174,South Africa,-30.5595,22.9375,2020-04-06,1686,Afrique du Sud
20440,South Africa,-30.5595,22.9375,2020-04-07,1749,Afrique du Sud
20706,South Africa,-30.5595,22.9375,2020-04-08,1845,Afrique du Sud
20972,South Africa,-30.5595,22.9375,2020-04-09,1934,Afrique du Sud
21238,South Africa,-30.5595,22.9375,2020-04-10,2003,Afrique du Sud
21504,South Africa,-30.5595,22.9375,2020-04-11,2028,Afrique du Sud
21770,South Africa,-30.5595,22.9375,2020-04-12,2173,Afrique du Sud
22036,South Africa,-30.5595,22.9375,2020-04-13,2272,Afrique du Sud
22302,South Africa,-30.5595,22.9375,2020-04-14,2415,Afrique du Sud
22568,South Africa,-30.5595,22.9375,2020-04-15,2506,Afrique du Sud
22834,South Africa,-30.5595,22.9375,2020-04-16,2605,Afrique du Sud
23100,South Africa,-30.5595,22.9375,2020-04-17,2783,Afrique du Sud
23366,South Africa,-30.5595,22.9375,2020-04-18,3034,Afrique du Sud
23632,South Africa,-30.5595,22.9375,2020-04-19,3158,Afrique du Sud
23898,South Africa,-30.5595,22.9375,2020-04-20,3300,Afrique du Sud
24164,South Africa,-30.5595,22.9375,2020-04-21,3465,Afrique du Sud
24430,South Africa,-30.5595,22.9375,2020-04-22,3635,Afrique du Sud
24696,South Africa,-30.5595,22.9375,2020-04-23,3953,Afrique du Sud
24962,South Africa,-30.5595,22.9375,2020-04-24,4220,Afrique du Sud
25228,South Africa,-30.5595,22.9375,2020-04-25,4361,Afrique du Sud
25494,South Africa,-30.5595,22.9375,2020-04-26,4546,Afrique du Sud
25760,South Africa,-30.5595,22.9375,2020-04-27,4793,Afrique du Sud
26026,South Africa,-30.5595,22.9375,2020-04-28,4996,Afrique du Sud
26292,South Africa,-30.5595,22.9375,2020-04-29,5350,Afrique du Sud
26558,South Africa,-30.5595,22.9375,2020-04-30,5647,Afrique du Sud
26824,South Africa,-30.5595,22.9375,2020-05-01,5951,Afrique du Sud
27090,South Africa,-30.5595,22.9375,2020-05-02,6336,Afrique du Sud
27356,South Africa,-30.5595,22.9375,2020-05-03,6783,Afrique du Sud
27622,South Africa,-30.5595,22.9375,2020-05-04,7220,Afrique du Sud
27888,South Africa,-30.5595,22.9375,2020-05-05,7572,Afrique du Sud
28154,South Africa,-30.5595,22.9375,2020-05-06,7808,Afrique du Sud
28420,South Africa,-30.5595,22.9375,2020-05-07,8232,Afrique du Sud
28686,South Africa,-30.5595,22.9375,2020-05-08,8895,Afrique du Sud
28952,South Africa,-30.5595,22.9375,2020-05-09,9420,Afrique du Sud
29218,South Africa,-30.5595,22.9375,2020-05-10,10015,Afrique du Sud
29484,South Africa,-30.5595,22.9375,2020-05-11,10652,Afrique du Sud
29750,South Africa,-30.5595,22.9375,2020-05-12,11350,Afrique du Sud
30016,South Africa,-30.5595,22.9375,2020-05-13,12074,Afrique du Sud
30282,South Africa,-30.5595,22.9375,2020-05-14,12739,Afrique du Sud
30548,South Africa,-30.5595,22.9375,2020-05-15,13524,Afrique du Sud
30814,South Africa,-30.5595,22.9375,2020-05-16,14355,Afrique du Sud
31080,South Africa,-30.5595,22.9375,2020-05-17,15515,Afrique du Sud
31346,South Africa,-30.5595,22.9375,2020-05-18,16433,Afrique du Sud
31612,South Africa,-30.5595,22.9375,2020-05-19,17200,Afrique du Sud
31878,South Africa,-30.5595,22.9375,2020-05-20,18003,Afrique du Sud
32144,South Africa,-30.5595,22.9375,2020-05-21,19137,Afrique du Sud
32410,South Africa,-30.5595,22.9375,2020-05-22,20125,Afrique du Sud
32676,South Africa,-30.5595,22.9375,2020-05-23,21343,Afrique du Sud
32942,South Africa,-30.5595,22.9375,2020-05-24,22583,Afrique du Sud
33208,South Africa,-30.5595,22.9375,2020-05-25,23615,Afrique du Sud
33474,South Africa,-30.5595,22.9375,2020-05-26,24264,Afrique du Sud
33740,South Africa,-30.5595,22.9375,2020-05-27,25937,Afrique du Sud
34006,South Africa,-30.5595,22.9375,2020-05-28,27403,Afrique du Sud
34272,South Africa,-30.5595,22.9375,2020-05-29,29240,Afrique du Sud
34538,South Africa,-30.5595,22.9375,2020-05-30,30967,Afrique du Sud
34804,South Africa,-30.5595,22.9375,2020-05-31,32683,Afrique du Sud
35070,South Africa,-30.5595,22.9375,2020-06-01,34357,Afrique du Sud
35336,South Africa,-30.5595,22.9375,2020-06-02,35812,Afrique du Sud
35602,South Africa,-30.5595,22.9375,2020-06-03,37525,Afrique du Sud
35868,South Africa,-30.5595,22.9375,2020-06-04,40792,Afrique du Sud
36134,South Africa,-30.5595,22.9375,2020-06-05,43434,Afrique du Sud
36400,South Africa,-30.5595,22.9375,2020-06-06,45973,Afrique du Sud
36666,South Africa,-30.5595,22.9375,2020-06-07,48285,Afrique du Sud
36932,South Africa,-30.5595,22.9375,2020-06-08,50879,Afrique du Sud
37198,South Africa,-30.5595,22.9375,2020-06-09,52991,Afrique du Sud
37464,South Africa,-30.5595,22.9375,2020-06-10,55421,Afrique du Sud
37730,South Africa,-30.5595,22.9375,2020-06-11,58568,Afrique du Sud
37996,South Africa,-30.5595,22.9375,2020-06-12,61927,Afrique du Sud
38262,South Africa,-30.5595,22.9375,2020-06-13,65736,Afrique du Sud
38528,South Africa,-30.5595,22.9375,2020-06-14,70038,Afrique du Sud
38794,South Africa,-30.5595,22.9375,2020-06-15,73533,Afrique du Sud
39060,South Africa,-30.5595,22.9375,2020-06-16,76334,Afrique du Sud
39326,South Africa,-30.5595,22.9375,2020-06-17,80412,Afrique du Sud
39592,South Africa,-30.5595,22.9375,2020-06-18,83890,Afrique du Sud
39858,South Africa,-30.5595,22.9375,2020-06-19,87715,Afrique du Sud
40124,South Africa,-30.5595,22.9375,2020-06-20,92681,Afrique du Sud
40390,South Africa,-30.5595,22.9375,2020-06-21,97302,Afrique du Sud
40656,South Africa,-30.5595,22.9375,2020-06-22,101590,Afrique du Sud
40922,South Africa,-30.5595,22.9375,2020-06-23,106108,Afrique du Sud
41188,South Africa,-30.5595,22.9375,2020-06-24,111796,Afrique du Sud
41454,South Africa,-30.5595,22.9375,2020-06-25,118375,Afrique du Sud
41720,South Africa,-30.5595,22.9375,2020-06-26,124590,Afrique du Sud
41986,South Africa,-30.5595,22.9375,2020-06-27,131800,Afrique du Sud
42252,South Africa,-30.5595,22.9375,2020-06-28,138134,Afrique du Sud
42518,South Africa,-30.5595,22.9375,2020-06-29,144264,Afrique du Sud
42784,South Africa,-30.5595,22.9375,2020-06-30,151209,Afrique du Sud
43050,South Africa,-30.5595,22.9375,2020-07-01,159333,Afrique du Sud
43316,South Africa,-30.5595,22.9375,2020-07-02,168061,Afrique du Sud
43582,South Africa,-30.5595,22.9375,2020-07-03,177124,Afrique du Sud
43848,South Africa,-30.5595,22.9375,2020-07-04,187977,Afrique du Sud
44114,South Africa,-30.5595,22.9375,2020-07-05,196750,Afrique du Sud
44380,South Africa,-30.5595,22.9375,2020-07-06,205721,Afrique du Sud
44646,South Africa,-30.5595,22.9375,2020-07-07,215855,Afrique du Sud
44912,South Africa,-30.5595,22.9375,2020-07-08,224665,Afrique du Sud
45178,South Africa,-30.5595,22.9375,2020-07-09,238339,Afrique du Sud
45444,South Africa,-30.5595,22.9375,2020-07-10,250687,Afrique du Sud
45710,South Africa,-30.5595,22.9375,2020-07-11,264184,Afrique du Sud
45976,South Africa,-30.5595,22.9375,2020-07-12,276242,Afrique du Sud
46242,South Africa,-30.5595,22.9375,2020-07-13,287796,Afrique du Sud
46508,South Africa,-30.5595,22.9375,2020-07-14,298292,Afrique du Sud
46774,South Africa,-30.5595,22.9375,2020-07-15,311049,Afrique du Sud
47040,South Africa,-30.5595,22.9375,2020-07-16,324221,Afrique du Sud
47306,South Africa,-30.5595,22.9375,2020-07-17,337594,Afrique du Sud
47572,South Africa,-30.5595,22.9375,2020-07-18,350879,Afrique du Sud
47838,South Africa,-30.5595,22.9375,2020-07-19,364328,Afrique du Sud
48104,South Africa,-30.5595,22.9375,2020-07-20,373628,Afrique du Sud
48370,South Africa,-30.5595,22.9375,2020-07-21,381798,Afrique du Sud
48636,South Africa,-30.5595,22.9375,2020-07-22,394948,Afrique du Sud
48902,South Africa,-30.5595,22.9375,2020-07-23,408052,Afrique du Sud
49168,South Africa,-30.5595,22.9375,2020-07-24,421996,Afrique du Sud
49434,South Africa,-30.5595,22.9375,2020-07-25,434200,Afrique du Sud
49700,South Africa,-30.5595,22.9375,2020-07-26,445433,Afrique du Sud
49966,South Africa,-30.5595,22.9375,2020-07-27,452529,Afrique du Sud
50232,South Africa,-30.5595,22.9375,2020-07-28,459761,Afrique du Sud
50498,South Africa,-30.5595,22.9375,2020-07-29,471123,Afrique du Sud
50764,South Africa,-30.5595,22.9375,2020-07-30,482169,Afrique du Sud
51030,South Africa,-30.5595,22.9375,2020-07-31,493183,Afrique du Sud
51296,South Africa,-30.5595,22.9375,2020-08-01,503290,Afrique du Sud
51562,South Africa,-30.5595,22.9375,2020-08-02,511485,Afrique du Sud
51828,South Africa,-30.5595,22.9375,2020-08-03,516862,Afrique du Sud
52094,South Africa,-30.5595,22.9375,2020-08-04,521318,Afrique du Sud
52360,South Africa,-30.5595,22.9375,2020-08-05,529877,Afrique du Sud
52626,South Africa,-30.5595,22.9375,2020-08-06,538184,Afrique du Sud
52892,South Africa,-30.5595,22.9375,2020-08-07,545476,Afrique du Sud
53158,South Africa,-30.5595,22.9375,2020-08-08,553188,Afrique du Sud
53424,South Africa,-30.5595,22.9375,2020-08-09,559859,Afrique du Sud
53690,South Africa,-30.5595,22.9375,2020-08-10,563598,Afrique du Sud
53956,South Africa,-30.5595,22.9375,2020-08-11,566109,Afrique du Sud
54222,South Africa,-30.5595,22.9375,2020-08-12,568919,Afrique du Sud
54488,South Africa,-30.5595,22.9375,2020-08-13,572865,Afrique du Sud
54754,South Africa,-30.5595,22.9375,2020-08-14,579140,Afrique du Sud
55020,South Africa,-30.5595,22.9375,2020-08-15,583653,Afrique du Sud
55286,South Africa,-30.5595,22.9375,2020-08-16,587345,Afrique du Sud
55552,South Africa,-30.5595,22.9375,2020-08-17,589886,Afrique du Sud
55818,South Africa,-30.5595,22.9375,2020-08-18,592144,Afrique du Sud
56084,South Africa,-30.5595,22.9375,2020-08-19,596060,Afrique du Sud
56350,South Africa,-30.5595,22.9375,2020-08-20,599940,Afrique du Sud
56616,South Africa,-30.5595,22.9375,2020-08-21,603338,Afrique du Sud
56882,South Africa,-30.5595,22.9375,2020-08-22,607045,Afrique du Sud
57148,South Africa,-30.5595,22.9375,2020-08-23,609773,Afrique du Sud
57414,South Africa,-30.5595,22.9375,2020-08-24,611450,Afrique du Sud
57680,South Africa,-30.5595,22.9375,2020-08-25,613017,Afrique du Sud
57946,South Africa,-30.5595,22.9375,2020-08-26,615701,Afrique du Sud
58212,South Africa,-30.5595,22.9375,2020-08-27,618286,Afrique du Sud
58478,South Africa,-30.5595,22.9375,2020-08-28,620132,Afrique du Sud
58744,South Africa,-30.5595,22.9375,2020-08-29,622551,Afrique du Sud
59010,South Africa,-30.5595,22.9375,2020-08-30,625056,Afrique du Sud
59276,South Africa,-30.5595,22.9375,2020-08-31,627041,Afrique du Sud
59542,South Africa,-30.5595,22.9375,2020-09-01,628259,Afrique du Sud
59808,South Africa,-30.5595,22.9375,2020-09-02,630595,Afrique du Sud
60074,South Africa,-30.5595,22.9375,2020-09-03,633015,Afrique du Sud
60340,South Africa,-30.5595,22.9375,2020-09-04,635078,Afrique du Sud
60606,South Africa,-30.5595,22.9375,2020-09-05,636884,Afrique du Sud
60872,South Africa,-30.5595,22.9375,2020-09-06,638517,Afrique du Sud
61138,South Africa,-30.5595,22.9375,2020-09-07,639362,Afrique du Sud
225,South Sudan,6.877000000000002,31.307,2020-01-22,0,Soudan du Sud
491,South Sudan,6.877000000000002,31.307,2020-01-23,0,Soudan du Sud
757,South Sudan,6.877000000000002,31.307,2020-01-24,0,Soudan du Sud
1023,South Sudan,6.877000000000002,31.307,2020-01-25,0,Soudan du Sud
1289,South Sudan,6.877000000000002,31.307,2020-01-26,0,Soudan du Sud
1555,South Sudan,6.877000000000002,31.307,2020-01-27,0,Soudan du Sud
1821,South Sudan,6.877000000000002,31.307,2020-01-28,0,Soudan du Sud
2087,South Sudan,6.877000000000002,31.307,2020-01-29,0,Soudan du Sud
2353,South Sudan,6.877000000000002,31.307,2020-01-30,0,Soudan du Sud
2619,South Sudan,6.877000000000002,31.307,2020-01-31,0,Soudan du Sud
2885,South Sudan,6.877000000000002,31.307,2020-02-01,0,Soudan du Sud
3151,South Sudan,6.877000000000002,31.307,2020-02-02,0,Soudan du Sud
3417,South Sudan,6.877000000000002,31.307,2020-02-03,0,Soudan du Sud
3683,South Sudan,6.877000000000002,31.307,2020-02-04,0,Soudan du Sud
3949,South Sudan,6.877000000000002,31.307,2020-02-05,0,Soudan du Sud
4215,South Sudan,6.877000000000002,31.307,2020-02-06,0,Soudan du Sud
4481,South Sudan,6.877000000000002,31.307,2020-02-07,0,Soudan du Sud
4747,South Sudan,6.877000000000002,31.307,2020-02-08,0,Soudan du Sud
5013,South Sudan,6.877000000000002,31.307,2020-02-09,0,Soudan du Sud
5279,South Sudan,6.877000000000002,31.307,2020-02-10,0,Soudan du Sud
5545,South Sudan,6.877000000000002,31.307,2020-02-11,0,Soudan du Sud
5811,South Sudan,6.877000000000002,31.307,2020-02-12,0,Soudan du Sud
6077,South Sudan,6.877000000000002,31.307,2020-02-13,0,Soudan du Sud
6343,South Sudan,6.877000000000002,31.307,2020-02-14,0,Soudan du Sud
6609,South Sudan,6.877000000000002,31.307,2020-02-15,0,Soudan du Sud
6875,South Sudan,6.877000000000002,31.307,2020-02-16,0,Soudan du Sud
7141,South Sudan,6.877000000000002,31.307,2020-02-17,0,Soudan du Sud
7407,South Sudan,6.877000000000002,31.307,2020-02-18,0,Soudan du Sud
7673,South Sudan,6.877000000000002,31.307,2020-02-19,0,Soudan du Sud
7939,South Sudan,6.877000000000002,31.307,2020-02-20,0,Soudan du Sud
8205,South Sudan,6.877000000000002,31.307,2020-02-21,0,Soudan du Sud
8471,South Sudan,6.877000000000002,31.307,2020-02-22,0,Soudan du Sud
8737,South Sudan,6.877000000000002,31.307,2020-02-23,0,Soudan du Sud
9003,South Sudan,6.877000000000002,31.307,2020-02-24,0,Soudan du Sud
9269,South Sudan,6.877000000000002,31.307,2020-02-25,0,Soudan du Sud
9535,South Sudan,6.877000000000002,31.307,2020-02-26,0,Soudan du Sud
9801,South Sudan,6.877000000000002,31.307,2020-02-27,0,Soudan du Sud
10067,South Sudan,6.877000000000002,31.307,2020-02-28,0,Soudan du Sud
10333,South Sudan,6.877000000000002,31.307,2020-02-29,0,Soudan du Sud
10599,South Sudan,6.877000000000002,31.307,2020-03-01,0,Soudan du Sud
10865,South Sudan,6.877000000000002,31.307,2020-03-02,0,Soudan du Sud
11131,South Sudan,6.877000000000002,31.307,2020-03-03,0,Soudan du Sud
11397,South Sudan,6.877000000000002,31.307,2020-03-04,0,Soudan du Sud
11663,South Sudan,6.877000000000002,31.307,2020-03-05,0,Soudan du Sud
11929,South Sudan,6.877000000000002,31.307,2020-03-06,0,Soudan du Sud
12195,South Sudan,6.877000000000002,31.307,2020-03-07,0,Soudan du Sud
12461,South Sudan,6.877000000000002,31.307,2020-03-08,0,Soudan du Sud
12727,South Sudan,6.877000000000002,31.307,2020-03-09,0,Soudan du Sud
12993,South Sudan,6.877000000000002,31.307,2020-03-10,0,Soudan du Sud
13259,South Sudan,6.877000000000002,31.307,2020-03-11,0,Soudan du Sud
13525,South Sudan,6.877000000000002,31.307,2020-03-12,0,Soudan du Sud
13791,South Sudan,6.877000000000002,31.307,2020-03-13,0,Soudan du Sud
14057,South Sudan,6.877000000000002,31.307,2020-03-14,0,Soudan du Sud
14323,South Sudan,6.877000000000002,31.307,2020-03-15,0,Soudan du Sud
14589,South Sudan,6.877000000000002,31.307,2020-03-16,0,Soudan du Sud
14855,South Sudan,6.877000000000002,31.307,2020-03-17,0,Soudan du Sud
15121,South Sudan,6.877000000000002,31.307,2020-03-18,0,Soudan du Sud
15387,South Sudan,6.877000000000002,31.307,2020-03-19,0,Soudan du Sud
15653,South Sudan,6.877000000000002,31.307,2020-03-20,0,Soudan du Sud
15919,South Sudan,6.877000000000002,31.307,2020-03-21,0,Soudan du Sud
16185,South Sudan,6.877000000000002,31.307,2020-03-22,0,Soudan du Sud
16451,South Sudan,6.877000000000002,31.307,2020-03-23,0,Soudan du Sud
16717,South Sudan,6.877000000000002,31.307,2020-03-24,0,Soudan du Sud
16983,South Sudan,6.877000000000002,31.307,2020-03-25,0,Soudan du Sud
17249,South Sudan,6.877000000000002,31.307,2020-03-26,0,Soudan du Sud
17515,South Sudan,6.877000000000002,31.307,2020-03-27,0,Soudan du Sud
17781,South Sudan,6.877000000000002,31.307,2020-03-28,0,Soudan du Sud
18047,South Sudan,6.877000000000002,31.307,2020-03-29,0,Soudan du Sud
18313,South Sudan,6.877000000000002,31.307,2020-03-30,0,Soudan du Sud
18579,South Sudan,6.877000000000002,31.307,2020-03-31,0,Soudan du Sud
18845,South Sudan,6.877000000000002,31.307,2020-04-01,0,Soudan du Sud
19111,South Sudan,6.877000000000002,31.307,2020-04-02,0,Soudan du Sud
19377,South Sudan,6.877000000000002,31.307,2020-04-03,0,Soudan du Sud
19643,South Sudan,6.877000000000002,31.307,2020-04-04,0,Soudan du Sud
19909,South Sudan,6.877000000000002,31.307,2020-04-05,1,Soudan du Sud
20175,South Sudan,6.877000000000002,31.307,2020-04-06,1,Soudan du Sud
20441,South Sudan,6.877000000000002,31.307,2020-04-07,2,Soudan du Sud
20707,South Sudan,6.877000000000002,31.307,2020-04-08,2,Soudan du Sud
20973,South Sudan,6.877000000000002,31.307,2020-04-09,3,Soudan du Sud
21239,South Sudan,6.877000000000002,31.307,2020-04-10,4,Soudan du Sud
21505,South Sudan,6.877000000000002,31.307,2020-04-11,4,Soudan du Sud
21771,South Sudan,6.877000000000002,31.307,2020-04-12,4,Soudan du Sud
22037,South Sudan,6.877000000000002,31.307,2020-04-13,4,Soudan du Sud
22303,South Sudan,6.877000000000002,31.307,2020-04-14,4,Soudan du Sud
22569,South Sudan,6.877000000000002,31.307,2020-04-15,4,Soudan du Sud
22835,South Sudan,6.877000000000002,31.307,2020-04-16,4,Soudan du Sud
23101,South Sudan,6.877000000000002,31.307,2020-04-17,4,Soudan du Sud
23367,South Sudan,6.877000000000002,31.307,2020-04-18,4,Soudan du Sud
23633,South Sudan,6.877000000000002,31.307,2020-04-19,4,Soudan du Sud
23899,South Sudan,6.877000000000002,31.307,2020-04-20,4,Soudan du Sud
24165,South Sudan,6.877000000000002,31.307,2020-04-21,4,Soudan du Sud
24431,South Sudan,6.877000000000002,31.307,2020-04-22,4,Soudan du Sud
24697,South Sudan,6.877000000000002,31.307,2020-04-23,5,Soudan du Sud
24963,South Sudan,6.877000000000002,31.307,2020-04-24,5,Soudan du Sud
25229,South Sudan,6.877000000000002,31.307,2020-04-25,5,Soudan du Sud
25495,South Sudan,6.877000000000002,31.307,2020-04-26,6,Soudan du Sud
25761,South Sudan,6.877000000000002,31.307,2020-04-27,6,Soudan du Sud
26027,South Sudan,6.877000000000002,31.307,2020-04-28,34,Soudan du Sud
26293,South Sudan,6.877000000000002,31.307,2020-04-29,34,Soudan du Sud
26559,South Sudan,6.877000000000002,31.307,2020-04-30,35,Soudan du Sud
26825,South Sudan,6.877000000000002,31.307,2020-05-01,45,Soudan du Sud
27091,South Sudan,6.877000000000002,31.307,2020-05-02,45,Soudan du Sud
27357,South Sudan,6.877000000000002,31.307,2020-05-03,46,Soudan du Sud
27623,South Sudan,6.877000000000002,31.307,2020-05-04,46,Soudan du Sud
27889,South Sudan,6.877000000000002,31.307,2020-05-05,52,Soudan du Sud
28155,South Sudan,6.877000000000002,31.307,2020-05-06,58,Soudan du Sud
28421,South Sudan,6.877000000000002,31.307,2020-05-07,74,Soudan du Sud
28687,South Sudan,6.877000000000002,31.307,2020-05-08,120,Soudan du Sud
28953,South Sudan,6.877000000000002,31.307,2020-05-09,120,Soudan du Sud
29219,South Sudan,6.877000000000002,31.307,2020-05-10,120,Soudan du Sud
29485,South Sudan,6.877000000000002,31.307,2020-05-11,156,Soudan du Sud
29751,South Sudan,6.877000000000002,31.307,2020-05-12,194,Soudan du Sud
30017,South Sudan,6.877000000000002,31.307,2020-05-13,203,Soudan du Sud
30283,South Sudan,6.877000000000002,31.307,2020-05-14,203,Soudan du Sud
30549,South Sudan,6.877000000000002,31.307,2020-05-15,236,Soudan du Sud
30815,South Sudan,6.877000000000002,31.307,2020-05-16,236,Soudan du Sud
